driver_gene,paralog_gene,pcs,delta_expression,necessity,dependency_dd,cohens_d,hedges_g,dd_p_value,expr_p_value,expr_t_stat,n_mut,n_wt,cancer_type,mutation_frequency,q_value,pass_threshold,pcs_rank,pcs_norm,dd_norm,composite_score,is_known_paralog_sl
PIK3R1,SUPT6H,0.2719276598658892,0.1419909782465547,1.9151051934701864,-0.16361846986178308,-0.43023248988144114,-0.4083562615823848,0.4404899279203494,0.7443260743702315,0.3344808190929789,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,2.0,0.49413479765659823,0.4196026313067917,0.34130046069093445,False
PIK3R1,SLA2,0.0,-0.0982058608512112,-0.09514365025127705,-0.04756390170215828,-0.6114801142144658,-0.5803879050171201,0.24085766345292253,0.022148825914039452,-2.613143671724402,6,11,Endometrial_MSI_H,0.35294117647058826,0.2740963977227962,False,17.5,0.0,0.12197851701157393,0.17439570340231478,False
PIK3R1,SHC1,0.12643001460319575,0.5792765328093852,0.21825502578195824,0.06423707910087065,0.25070361214510734,0.2379559708495934,0.6561209057147046,0.09884909026269252,1.7627316280036298,6,11,Endometrial_MSI_H,0.35294117647058826,0.7907927221015402,False,3.0,0.2297429754460503,0.16473719281788488,0.17304685064965586,False
PIK3R1,SHE,0.05303286679489411,0.2391743223180852,0.22173311198667928,-0.0925799309495681,-0.7392815579147194,-0.7016909702241405,0.13799945418038778,0.4087268146933402,0.8942732213091951,6,11,Endometrial_MSI_H,0.35294117647058826,0.8917675956945604,False,5.0,0.09636895678714129,0.23742296737926794,0.10674595704256722,False
PIK3R1,SH2D2A,0.0,0.18049646442238032,-0.053469709806445546,0.18423584972286491,1.0890946199454903,1.033716927405889,0.07864968884298633,0.7349697598952191,0.34640838405770796,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,17.5,0.0,0.4724762882213786,0.10480779324555271,False
PIK3R1,CRK,0.06395287965727085,0.3153853820243704,0.20277693039155853,-0.006737192094673161,-0.02487115139250489,-0.023606516575936844,0.9649440697244056,0.1350646781233244,1.5833290211106195,6,11,Endometrial_MSI_H,0.35294117647058826,0.8103880687399464,False,4.0,0.11621231641013512,0.01727765534619801,0.0839071905256743,False
PIK3R1,STAP1,0.0,-0.006115596134629817,-0.08326786704354118,-0.09814276973225193,-0.8708456519377665,-0.8265653645511004,0.09906487737610911,0.4886076705872823,-0.7104062106753699,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,17.5,0.0,0.25168897165568865,0.06065032993241472,False
PIK3R1,SHC2,0.0,0.02357954946705454,-0.028280881831641753,-0.11630103112912146,-1.011184465578462,-0.9597683063117607,0.08975987259558044,0.9797228400161975,0.026035932252100297,6,11,Endometrial_MSI_H,0.35294117647058826,0.9797228400161975,False,17.5,0.0,0.29825617319790676,0.05965123463958136,False
PIK3R1,SHF,0.008475270285433467,0.3143337362536571,0.026962649273491276,-0.07557342285919366,-0.4732142497813023,-0.44915250826699876,0.4139512818629139,0.6012260634824851,0.5355578491762147,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,6.0,0.015400882608422662,0.1938094587693324,0.0567748686593548,False
PIK3R1,CLNK,0.0,-0.0039022222885309907,-0.031120499302526763,-0.06977973276063759,-0.7302003588571536,-0.6930715270508577,0.16529707916111452,0.19180694236789497,-1.399856988274337,6,11,Endometrial_MSI_H,0.35294117647058826,0.8290943850717529,False,17.5,0.0,0.17895143196842256,0.055448440211673916,False
