pair,gene_a,gene_b,hit_union,hit_h1299,hit_mdamb231,signed_dd_maxabs,welch_t_maxabs,hedges_g_maxabs
RNF115_RNF126,RNF115,RNF126,0,0,0,0.010557541625212441,0.08889619781317995,0.04663776126088258
PPP1R3B_PPP1R3G,PPP1R3B,PPP1R3G,0,0,0,0.13550376057745317,-2.1703625408353773,-1.2054114185718217
ATP2B2_ATP2B4,ATP2B2,ATP2B4,0,0,0,0.18192219472649432,2.817676231775372,-1.0571484089142926
CNTN2_NFASC,CNTN2,NFASC,0,0,0,0.11466470499377972,2.2327902723190203,0.8146942415962655
RAB19_RAB43,RAB19,RAB43,0,0,0,,,
MYL1_MYL6B,MYL1,MYL6B,0,0,0,0.03222877357009343,0.826081503065293,0.32177740147569484
PDE11A_PDE9A,PDE11A,PDE9A,0,0,0,0.11867963905610207,2.3175450448537505,0.8667195177697612
H2AB1_H2AC7,H2AB1,H2AC7,0,0,0,,,
ZNF431_ZNF727,ZNF431,ZNF727,0,0,0,-0.02786187567224696,-1.1988740273949718,-0.30915622646947943
ZBTB43_ZBTB6,ZBTB43,ZBTB6,0,0,0,-0.1068737974834768,2.596592080991871,0.7444013558632658
ZNF676_ZNF93,ZNF676,ZNF93,0,0,0,-0.4097928911983923,-2.4348721330556757,-1.2506456036768998
MT1X_MT2A,MT1X,MT2A,0,0,0,,,
COL28A1_COLQ,COL28A1,COLQ,0,0,0,-0.03900507984223071,-1.4465309477200583,-0.4861004134807253
KCNV1_KCNV2,KCNV1,KCNV2,0,0,0,-0.19915347041752732,-2.9082490956919513,-1.3351025275123738
POU4F3_POU5F1B,POU4F3,POU5F1B,0,0,0,0.059629486297911524,0.8832645135526772,0.43796686072528535
PTGER4_TBXA2R,PTGER4,TBXA2R,0,0,0,0.05975664892555073,2.104203118303055,0.5677059818243908
GRM5_TAS1R3,GRM5,TAS1R3,0,0,0,-0.14688740012727008,-2.3461708117761724,-1.233986538731141
HBD_HBM,HBD,HBM,0,0,0,,,
C1QC_COL8A2,C1QC,COL8A2,0,0,0,-0.12306720337206309,-2.6171343484720366,-1.0167831866419312
MAGEA2B_MAGEA6,MAGEA2B,MAGEA6,0,0,0,,,
MASP1_PROZ,MASP1,PROZ,0,0,0,0.1067913205174146,2.7868937216403973,0.9785873999609623
ZFP42_ZNF143,ZFP42,ZNF143,0,0,0,0.1343963782207122,1.3215221932343488,0.5608250088191118
DUSP27_DUSP28,DUSP27,DUSP28,0,0,0,,,
DUSP19_DUSP2,DUSP19,DUSP2,0,0,0,0.08051663056090509,0.7325053211521542,0.482927730585123
KRT81_KRT85,KRT81,KRT85,0,0,0,0.1963439107712648,1.4926013595925018,0.9817727696696646
ZNF138_ZNF679,ZNF138,ZNF679,0,0,0,0.12083092617561346,1.3123683876454215,0.8175843830496728
ATP11A_ATP11B,ATP11A,ATP11B,0,0,0,0.20212338945699826,-2.010578521482934,0.8475629643751676
OR2M5_OR2T10,OR2M5,OR2T10,0,0,0,-0.1543440228687594,-3.6438537987600017,-1.5845692922578658
CDX1_HOXA7,CDX1,HOXA7,0,0,0,0.0882785362519351,1.1455024634469195,0.772932207005536
CACNA1C_NALCN,CACNA1C,NALCN,0,0,0,0.1337762462129302,-4.812021447335435,-1.4574045628091021
ALX3_VSX1,ALX3,VSX1,0,0,0,-0.13988074926444777,-2.3952406389442302,-1.2263912473705707
CHRM3_HRH3,CHRM3,HRH3,0,0,0,0.15074545753445778,3.297494792572222,1.1830238809618336
IRX2_IRX5,IRX2,IRX5,0,0,0,-0.12247948469795972,-1.6606858866093446,-0.838863016397997
ZIK1_ZNF773,ZIK1,ZNF773,0,0,0,0.09034051245967331,-3.3483570326263488,0.9419065113837541
SPTB_SPTBN2,SPTB,SPTBN2,0,0,0,0.09582886512901326,-2.8767773655546214,1.0866426519036037
MFNG_RFNG,MFNG,RFNG,0,0,0,-0.10275012412146155,-0.67865538845528,-0.5070750248743663
DYRK1A_DYRK2,DYRK1A,DYRK2,0,0,0,-0.13305346985910044,-2.571004420684371,-1.1397185165788046
OR52E6_OR52J3,OR52E6,OR52J3,0,0,0,-0.004333263743299426,-0.06220591530962843,-0.03576747258541182
METTL25_RRNAD1,METTL25,RRNAD1,0,0,0,,,
MARCHF3_MARCHF6,MARCHF3,MARCHF6,0,0,0,-0.1684317356701956,-2.0512272902137343,-1.2856846155927468
ZNF100_ZNF138,ZNF100,ZNF138,0,0,0,0.12592017258008584,1.930238402176711,0.6192708381860088
MYH14_MYH15,MYH14,MYH15,0,0,0,-0.10108423239516137,-2.2276496521511837,-0.7174723622821193
DCAF6_DCAF8L2,DCAF6,DCAF8L2,0,0,0,0.10090586841893656,1.185912043020442,0.5201161985131235
OR1D2_OR1I1,OR1D2,OR1I1,0,0,0,0.15280895114607712,2.631170245677292,0.936726575533248
TBX10_TBX22,TBX10,TBX22,0,0,0,0.04874429223762218,1.4114285955436743,0.4877922057310174
TSPO_TSPO2,TSPO,TSPO2,0,0,0,0.030242378324488298,0.3865257233281083,0.2038750198041181
FITM1_FITM2,FITM1,FITM2,0,0,0,-0.17249042031306458,-2.6585691931685806,-1.0294622976003855
SALL3_SALL4,SALL3,SALL4,0,0,0,0.14871981209752397,2.6206146550769462,1.2321752564674524
NLRP1_NLRP14,NLRP1,NLRP14,0,0,0,0.07886135912813913,2.5072678384950406,0.9692529566499536
KLK4_KLK7,KLK4,KLK7,0,0,0,-0.02495741690219626,-0.5951859432776568,-0.26126713475528407
ZBTB2_ZBTB25,ZBTB2,ZBTB25,0,0,0,0.07275518555102715,1.103748386414628,0.6049249100822365
ZNF134_ZNF671,ZNF134,ZNF671,0,0,0,0.10072838660230862,1.0559361036377781,0.5627199685248533
NOTO_VAX2,NOTO,VAX2,0,0,0,-0.12157457684085754,-2.7467609790354355,-1.3303428572695808
TSPAN11_TSPAN15,TSPAN11,TSPAN15,0,0,0,0.04782347370876729,2.147901313657534,0.6656967655771459
CD37_TSPAN2,CD37,TSPAN2,0,0,0,0.09000102386849335,1.4061549716138704,0.6891438212762689
USP17L18_USP17L19,USP17L18,USP17L19,0,0,0,,,
ATP5MC2_ATP5MC3,ATP5MC2,ATP5MC3,0,0,0,,,
SERPINC1_SERPING1,SERPINC1,SERPING1,0,0,0,0.07029669734651264,-1.4181636259868498,-0.7377105163987604
ZNF709_ZNF823,ZNF709,ZNF823,0,0,0,0.1456140235448944,4.969451026231652,1.4257492656911852
SLC4A11_SLC4A2,SLC4A11,SLC4A2,0,0,0,0.1350137058618398,2.0926085356210966,0.9756557610612963
CLDN14_CLDN4,CLDN14,CLDN4,0,0,0,-0.00012259521588099676,-0.003017064591772048,-0.0017434576176599166
ZNF66_ZNF732,ZNF66,ZNF732,0,0,0,0.06454354949211744,1.6596196116238018,0.4749560216104718
TAS2R31_TAS2R60,TAS2R31,TAS2R60,0,0,0,,,
SLC26A10_SLC26A8,SLC26A10,SLC26A8,0,0,0,,,
MAGEA12_MAGEE2,MAGEA12,MAGEE2,0,0,0,0.12796765314171277,1.217679368673007,0.6619509725631736
ZNF670_ZNF700,ZNF670,ZNF700,0,0,0,0.2599410306790463,-4.581510373263764,-1.484114058098867
SULT1A1_SULT1C2,SULT1A1,SULT1C2,0,0,0,-0.1567719294443945,-1.2941649194943436,-0.7632875053728879
HS3ST4_NDST3,HS3ST4,NDST3,0,0,0,-0.15693749072404028,-2.0146611038993516,-1.0214949144987324
TRIP6_ZYX,TRIP6,ZYX,0,0,0,0.1807410646655313,3.662402627276967,1.1393641689482663
ARHGAP15_ARHGAP27,ARHGAP15,ARHGAP27,0,0,0,-0.07742255949140198,-1.3390196750842571,-0.5432282062377245
DHRS9_HSD17B2,DHRS9,HSD17B2,0,0,0,-0.12668100157209064,-1.3815014804828638,-0.9142356188084741
ACSM1_ACSM5,ACSM1,ACSM5,0,0,0,0.18988139812731766,1.9609106332437873,0.9878116437313558
RAB3IL1_RAB3IP,RAB3IL1,RAB3IP,0,0,0,-0.028769076868425645,-0.5040575948656164,-0.25693777840758414
TBC1D17_TBC1D25,TBC1D17,TBC1D25,0,0,0,0.1465608570795238,1.5084736002352124,0.9766281253919371
GPR83_TACR3,GPR83,TACR3,0,0,0,0.12416788946538684,5.091469673191242,1.3787081848089602
TET1_TET3,TET1,TET3,0,0,0,-0.14550569413139453,-5.849313724227417,-1.9922881177883336
OR10H1_OR10H4,OR10H1,OR10H4,0,0,0,-0.1800206648458072,-1.5625933893325903,-1.031095837581544
SERPINE2_SERPINI1,SERPINE2,SERPINI1,0,0,0,-0.23045179037256736,-2.7324506040235716,-0.9662956826386235
LALBA_LYZL4,LALBA,LYZL4,0,0,0,0.09919970239140656,3.002531404788286,0.7756561116863583
FMR1_FXR1,FMR1,FXR1,0,0,0,-0.15394295050874957,-2.241228574360271,-0.9522030198430977
TRIM34_TRIM60,TRIM34,TRIM60,0,0,0,0.06192309233329002,0.7162519063372992,0.4998454155863681
RAB38_RAB9A,RAB38,RAB9A,0,0,0,,,
APAF1_WDR5B,APAF1,WDR5B,0,0,0,-0.18133510169210876,-1.6243770575266345,-1.0980499475105008
GALNT14_GALNT5,GALNT14,GALNT5,0,0,0,-0.12591754558118035,2.905541611316882,-1.342123802477749
LRRC18_PIDD1,LRRC18,PIDD1,0,0,0,0.04300971915240766,0.8280299474946565,0.44840686180567446
LPP_WTIP,LPP,WTIP,0,0,0,0.16518494041297296,2.3239573652921917,1.3556117217576706
MYO19_MYO1A,MYO19,MYO1A,0,0,0,0.2140341580874353,-3.0578519274424822,1.232129802340112
DLL4_NOTCH4,DLL4,NOTCH4,0,0,0,-0.07475630645549287,2.28211644777762,0.7464880958289581
GRK6_STK32A,GRK6,STK32A,0,0,0,0.1191401123303748,-1.1736193680169713,-0.6854561933938293
H3C10_H3C11,H3C10,H3C11,0,0,0,0.07658847457785278,1.1968339044782197,0.6612218055150357
LRIG1_LRRTM3,LRIG1,LRRTM3,0,0,0,-0.1329421245948298,-5.6270351959896265,-1.4115283643931178
HLA-DMB_HLA-DQB2,HLA-DMB,HLA-DQB2,0,0,0,-0.19556007387103969,-3.9454154764023133,-2.154732917921924
NLRP3_NLRP7,NLRP3,NLRP7,0,0,0,0.16049052155848395,1.9551742887284953,1.0099538226798812
ZNF33B_ZNF782,ZNF33B,ZNF782,0,0,0,0.14493293832231074,3.509937146441828,0.7194792813904142
NBPF4_NBPF6,NBPF4,NBPF6,0,0,0,,,
SPATA31A5_SPATA31E1,SPATA31A5,SPATA31E1,0,0,0,,,
KIR3DL3_LILRB3,KIR3DL3,LILRB3,0,0,0,0.09640599070768394,3.0501613216054175,-1.113187115722688
PLCXD1_PLCXD3,PLCXD1,PLCXD3,0,0,0,,,
OR5AC2_OR5H6,OR5AC2,OR5H6,0,0,0,0.15264338061597152,3.008969927104945,1.5884852531933782
OR2T12_OR2T2,OR2T12,OR2T2,0,0,0,-0.006664238407766754,-0.11218585617247856,-0.04455520245167976
LAMA3_LAMA4,LAMA3,LAMA4,0,0,0,-0.17757436366271137,-2.5996217410627622,-1.2433945544697322
RAB31_RAB5B,RAB31,RAB5B,0,0,0,,,
CSNK1D_VRK2,CSNK1D,VRK2,0,0,0,-0.23575260146243943,-4.203112939659398,-1.2182113647059445
KLF14_SP4,KLF14,SP4,0,0,0,-0.08078486156917883,1.0649873676200792,-0.5925821051398458
GOLGA6A_GOLGA6L7,GOLGA6A,GOLGA6L7,0,0,0,,,
FMO3_FMO5,FMO3,FMO5,0,0,0,-0.14938228893827532,1.8978320325673614,-1.0786321236145562
ZNF117_ZNF429,ZNF117,ZNF429,0,0,0,-0.11707460277051815,-2.274125335112848,-0.9410733026072527
CLDN20_CLDN8,CLDN20,CLDN8,0,0,0,,,
CHRNA2_CHRNA3,CHRNA2,CHRNA3,0,0,0,0.06195862026947173,2.2849908449104435,0.8209921070368918
S100A10_S100B,S100A10,S100B,0,0,0,,,
CYP1B1_CYP2S1,CYP1B1,CYP2S1,0,0,0,-0.11113874202219932,-2.4799760453311763,-1.0936688164036932
KRTAP13-3_KRTAP13-4,KRTAP13-3,KRTAP13-4,0,0,0,0.0632600988098071,1.1518978398506778,0.6559577036478429
KRTAP10-7_KRTAP10-9,KRTAP10-7,KRTAP10-9,0,0,0,-0.2076074299216658,-3.0924538133337607,-1.04267329404258
SCAND1_ZNF444,SCAND1,ZNF444,0,0,0,-0.084664613821378,-1.3779148571193773,-0.7035781819649136
PTH1R_VIPR1,PTH1R,VIPR1,0,0,0,,,
PKP3_PKP4,PKP3,PKP4,0,0,0,0.05778159657184627,-1.4791884140247897,-0.4204973404553945
CRYAB_HSPB3,CRYAB,HSPB3,0,0,0,,,
ARF1_ARF6,ARF1,ARF6,0,0,0,,,
HAND2_TWIST2,HAND2,TWIST2,0,0,0,0.08502620898627236,-1.226739436846102,0.5089994494813789
LMO1_LMX1A,LMO1,LMX1A,0,0,0,-0.02167784052587489,-0.4058959079440902,-0.20535750256067672
IFNA17_IFNA21,IFNA17,IFNA21,0,0,0,,,
ARHGAP4_ARHGAP8,ARHGAP4,ARHGAP8,0,0,0,0.03207106680085529,0.6479703262349901,0.2573986939470083
ZNF430_ZNF728,ZNF430,ZNF728,0,0,0,0.16602961069023311,3.6060956221018734,0.9548260160459955
ISL2_LHX2,ISL2,LHX2,0,0,0,-0.024036397544924204,-0.468224998356246,-0.2041965397859081
ACAD8_ACADVL,ACAD8,ACADVL,0,0,0,0.058289621047132575,1.2499509304700887,0.6913805710743474
GPR152_GPR33,GPR152,GPR33,0,0,0,,,
CLK3_CLK4,CLK3,CLK4,0,0,0,0.18061813951863026,1.449831898971052,0.8831004546540656
CSMD3_SVEP1,CSMD3,SVEP1,0,0,0,-0.23211124690388735,-3.479999999308274,-1.4578712419201678
TRIM10_TRIM72,TRIM10,TRIM72,0,0,0,0.1369695346158541,3.9302720378539364,1.3466660622701374
GUCA1A_GUCA1C,GUCA1A,GUCA1C,0,0,0,0.07502775354095959,1.3125885073360923,0.5883539994269267
GRK7_STK32A,GRK7,STK32A,0,0,0,-0.13512411933893526,-1.2418680651027936,-0.7328550525531874
BCHE_CES5A,BCHE,CES5A,0,0,0,-0.1536197362404818,-2.3898082192366483,-1.1069519214752508
NR2E3_RXRA,NR2E3,RXRA,0,0,0,,,
TACC1_TACC2,TACC1,TACC2,0,0,0,-0.12438467210106059,1.7176074683688793,0.6978842767774757
TBX19_TBXT,TBX19,TBXT,0,0,0,0.02999632906711329,0.9570619543150344,0.2726642830703017
ADAMTS17_ADAMTS18,ADAMTS17,ADAMTS18,0,0,0,0.07776081731331262,2.0921989309015765,0.793079530418309
KIF13B_KIF3B,KIF13B,KIF3B,0,0,0,0.08389863068391365,1.5568788043787138,0.6211852774169916
HIF1AN_KDM8,HIF1AN,KDM8,0,0,0,,,
ADH1C_ADH7,ADH1C,ADH7,0,0,0,-0.0793707470197427,-2.420654554558209,-0.9571260361369195
FBXL15_FBXL16,FBXL15,FBXL16,0,0,0,0.051720097456733574,0.5338360700206027,0.346249173560632
FOXC2_FOXI1,FOXC2,FOXI1,0,0,0,-0.09915045054049096,2.2833627655614275,-0.987316440743225
ABCA4_ABCA7,ABCA4,ABCA7,0,0,0,-0.13948765405394203,1.8917158773261669,-0.8971946010768461
HDAC4_HDAC6,HDAC4,HDAC6,0,0,0,-0.17163361736208366,-2.792069994183492,-1.4969359131270017
GRK5_STK32B,GRK5,STK32B,0,0,0,-0.16566747041071012,-2.8416639457293504,-1.4375468450861268
ESX1_PITX2,ESX1,PITX2,0,0,0,-0.04499579156773883,-0.9572180931230111,-0.4559729351638672
ZNF66_ZNF679,ZNF66,ZNF679,0,0,0,-0.07839666565801405,-2.5035887578609275,-0.7347544678860749
AGAP3_AGAP9,AGAP3,AGAP9,0,0,0,-0.04374944415319926,-0.5360737131229482,-0.25619636387003986
BTN3A1_ERMAP,BTN3A1,ERMAP,0,0,0,-0.052935321208686645,0.46237565091839117,-0.28750271907850533
CPA1_CPA3,CPA1,CPA3,0,0,0,0.15466195679135597,3.9192901784928877,1.692684124200168
NEFL_PRPH,NEFL,PRPH,0,0,0,-0.09110994489483185,-0.9844997033720564,-0.5428469343646611
TRIM43_TRIM49,TRIM43,TRIM49,0,0,0,,,
CXADR_GPA33,CXADR,GPA33,0,0,0,0.06868396656876115,0.8306700341207618,0.5323924339022976
CRISPLD1_PI15,CRISPLD1,PI15,0,0,0,0.08770308578554739,2.920372954151967,0.8360557011003967
PLCH2_PLCL2,PLCH2,PLCL2,0,0,0,-0.2048142974554432,-1.863606027079757,-1.1248412264086698
AVPR1B_GNRHR,AVPR1B,GNRHR,0,0,0,0.06516236092560043,-1.2008424462640697,-0.4631874366317761
GNAT2_GNAZ,GNAT2,GNAZ,0,0,0,0.015055197357058236,0.18263726928044932,0.10167678803659334
GPATCH8_ZNF804A,GPATCH8,ZNF804A,0,0,0,0.10523990948315147,2.5440995571266467,0.8929661462240538
ZNF431_ZNF675,ZNF431,ZNF675,0,0,0,-0.0682154920053273,-1.2455522177512615,-0.6379423888541818
TBC1D22A_TBCK,TBC1D22A,TBCK,0,0,0,0.2225172645778583,3.217250880874781,1.3133292667520302
ZNF681_ZNF737,ZNF681,ZNF737,0,0,0,-0.25604532581055195,-2.463746947249309,-1.1796582071423396
HDGFL1_HDGFL2,HDGFL1,HDGFL2,0,0,0,-0.06706805315357503,-0.9947622229743892,-0.5069732378571297
FIGN_FIGNL1,FIGN,FIGNL1,0,0,0,0.1414759229355587,5.367285762025411,1.3493569171366546
KIF19_KIF4A,KIF19,KIF4A,0,0,0,0.25192647253110223,-2.459259499446743,-1.0227045527204697
GRM5_TAS1R2,GRM5,TAS1R2,0,0,0,-0.15807569622377193,2.959031195432782,1.61547595506624
CABP5_CALM1,CABP5,CALM1,0,0,0,,,
EHD1_EHD3,EHD1,EHD3,0,0,0,0.033508314625371,1.009338882390044,0.35556465742519666
LRRC74A_LRRC74B,LRRC74A,LRRC74B,0,0,0,-0.02626651638546526,0.45417062085440846,0.1533489961738324
GNAO1_GNAZ,GNAO1,GNAZ,0,0,0,-0.005596815908847724,-0.11690436768899971,-0.04261160920552887
AQP11_AQP12B,AQP11,AQP12B,0,0,0,,,
HSD11B2_HSD17B2,HSD11B2,HSD17B2,0,0,0,0.056851191256803296,0.8405797862988242,0.49071480515689037
ZNF24_ZNF396,ZNF24,ZNF396,0,0,0,0.1399485288473637,2.749861255961356,1.0195702290349462
SERPINE2_SERPING1,SERPINE2,SERPING1,0,0,0,0.06437356918197237,1.29805477639964,0.5923108701253269
ZNF234_ZNF284,ZNF234,ZNF284,0,0,0,0.15166889600124345,1.552783060355371,1.0215313694840646
NLRP10_NLRP14,NLRP10,NLRP14,0,0,0,0.12627561217229288,1.6604083666128497,1.068766241845506
ZNF107_ZNF420,ZNF107,ZNF420,0,0,0,-0.19113324118164154,-3.561604683147093,-1.5755450644615896
MYH13_MYH7,MYH13,MYH7,0,0,0,-0.1697764649946685,1.9542812979210018,-0.8745388805004416
CA1_CA9,CA1,CA9,0,0,0,-0.03656363923145345,-0.6351432668787391,-0.3781524611994859
KLF1_KLF3,KLF1,KLF3,0,0,0,0.11234272815637829,-1.5233661116576853,0.6066211793594556
CUL4B_CUL5,CUL4B,CUL5,0,0,0,0.10360965718812407,1.3223085787472368,0.549420689323995
SYT1_SYT11,SYT1,SYT11,0,0,0,-0.13096924300546683,-3.3336865465630012,-1.3205627682661956
ANKRD65_TNKS2,ANKRD65,TNKS2,0,0,0,-0.333779087070847,4.033269178741524,1.3285703426701785
ZNF419_ZNF776,ZNF419,ZNF776,0,0,0,-0.10001465177657622,-2.112742201224172,-0.8407916049013268
ZNF117_ZNF723,ZNF117,ZNF723,0,0,0,,,
IFNA6_IFNA8,IFNA6,IFNA8,0,0,0,-0.1749605369958822,-1.9892321356204736,-1.0761222476456151
TMC4_TMC8,TMC4,TMC8,0,0,0,0.10506942114482823,2.3107969951944796,1.04313314689285
GGTLC1_GGTLC3,GGTLC1,GGTLC3,0,0,0,,,
RAB11B_RAB39B,RAB11B,RAB39B,0,0,0,-0.03238877373905432,-1.3025717339400225,-0.36823446741511495
ETS1_FLI1,ETS1,FLI1,0,0,0,-0.13418423746110908,-2.2955802324293213,-1.1208623671548201
LRRC39_LRRC7,LRRC39,LRRC7,0,0,0,-0.15059355708047223,-2.6257524543635764,-1.0701581284761748
ZNF174_ZNF202,ZNF174,ZNF202,0,0,0,-0.23886182784538657,-2.3564292608922868,-1.1308406821046335
CRYBA1_CRYBB2,CRYBA1,CRYBB2,0,0,0,,,
RCVRN_VSNL1,RCVRN,VSNL1,0,0,0,,,
LYZL4_SPACA3,LYZL4,SPACA3,0,0,0,,,
ZNF17_ZNF211,ZNF17,ZNF211,0,0,0,-0.0962457119615544,-1.9874438730316435,-0.7818965698474548
EPHA5_EPHB3,EPHA5,EPHB3,0,0,0,-0.06014461932281403,-1.425994966579232,-0.5833968718321597
GRTP1_TBC1D10B,GRTP1,TBC1D10B,0,0,0,-0.06838240052352464,-1.332872384864431,-0.58739759796056
ITGB4_ITGB7,ITGB4,ITGB7,0,0,0,0.10289140701261537,2.1977042955720316,0.981195091779601
MAGEA6_MAGEB18,MAGEA6,MAGEB18,0,0,0,-0.18694775328845287,-2.439170092337707,-1.4011772636801112
ZNF432_ZNF717,ZNF432,ZNF717,0,0,0,-0.12220558569766586,-1.2339105971253708,-0.8308524131816094
ATP11A_ATP8B3,ATP11A,ATP8B3,0,0,0,0.21763626169814412,1.858190540489774,1.1256276517045227
KCTD3_KCTD9,KCTD3,KCTD9,0,0,0,0.13029804587553737,1.8982147397035372,0.8106299923034718
IFNA10_IFNA8,IFNA10,IFNA8,0,0,0,,,
KRT38_KRT40,KRT38,KRT40,0,0,0,-0.11150393281461424,-1.0407022141793312,-0.752903936090424
GANC_MGAM2,GANC,MGAM2,0,0,0,-0.09619709090986135,-2.0426652445580284,-0.8931439930885231
ZNF180_ZNF674,ZNF180,ZNF674,0,0,0,0.09342303000280443,-1.283969555554812,-0.503087073799836
ZIC3_ZIC5,ZIC3,ZIC5,0,0,0,-0.06588683287324718,-1.3509042681458276,-0.5275800222965012
CRB2_NOTCH3,CRB2,NOTCH3,0,0,0,0.12002691389682467,-4.123588373272808,-0.8210991000660792
LRRC14B_PRAMEF1,LRRC14B,PRAMEF1,0,0,0,0.1829864240817045,1.8564807398697156,1.2187507360559025
H2AB2_MACROH2A1,H2AB2,MACROH2A1,0,0,0,,,
OR2M4_OR2T33,OR2M4,OR2T33,0,0,0,-0.03616061912689364,-0.8970869690973644,-0.3434322635270249
NUTM2B_NUTM2D,NUTM2B,NUTM2D,0,0,0,,,
CA14_CA4,CA14,CA4,0,0,0,-0.10472394898680851,-1.0691725370151075,-0.6963174058571424
GPR152_GPR32,GPR152,GPR32,0,0,0,-0.07971881729454802,1.6061040046810389,0.5856873788758962
SLC38A1_SLC38A5,SLC38A1,SLC38A5,0,0,0,0.04529168209413954,1.0525276314076961,0.4741406119226145
ZNF195_ZNF695,ZNF195,ZNF695,0,0,0,-0.1697712727377392,-4.868447816243744,-1.4603051133049423
ARMCX1_ARMCX5,ARMCX1,ARMCX5,0,0,0,0.23488340044244016,2.0768149010339747,1.246551222764206
FOXA3_FOXD4L1,FOXA3,FOXD4L1,0,0,0,,,
GNG12_GNG14,GNG12,GNG14,0,0,0,,,
HOXA7_HOXC6,HOXA7,HOXC6,0,0,0,-0.13263147720903157,-6.605438914956894,-1.5539375879804276
ZNF528_ZNF880,ZNF528,ZNF880,0,0,0,0.18163233949146168,2.97332475803768,1.5692795395181383
CLDN17_CLDN19,CLDN17,CLDN19,0,0,0,0.1371694230393341,1.7822356226866405,1.0032633166736193
TRIM10_TRIM62,TRIM10,TRIM62,0,0,0,-0.041745592871238656,-0.5613668206428408,-0.2849306574855947
OR5C1_OR5T1,OR5C1,OR5T1,0,0,0,0.05854251554422099,1.435834570762343,0.5568931789446809
PAK5_STRADA,PAK5,STRADA,0,0,0,0.10460933817132881,-0.9810567787919672,0.649688717789206
KCNJ14_KCNJ4,KCNJ14,KCNJ4,0,0,0,-0.14962018481139533,-0.8729985453100004,-0.6555855430173915
FOXC1_FOXE3,FOXC1,FOXE3,0,0,0,-0.021052452913447157,0.2272758954608109,-0.10874047790302152
ITGA7_ITGA8,ITGA7,ITGA8,0,0,0,0.126222510322933,2.5953820363061832,1.1298173813696613
CHN1_GMIP,CHN1,GMIP,0,0,0,-0.058767829432366664,0.9828445523714481,-0.43190490410524496
ABCC2_ABCC3,ABCC2,ABCC3,0,0,0,0.2077629856120374,2.7350648433377502,1.2588738818962488
MMP19_MMP26,MMP19,MMP26,0,0,0,-0.09650570636773587,-0.6613963520450269,-0.48849558425596223
FCN1_TNXB,FCN1,TNXB,0,0,0,0.14496904465332552,-2.9110748037361724,-1.1440454790466321
NR2E1_NR2F6,NR2E1,NR2F6,0,0,0,0.07135962175100818,1.2026139544078263,0.5139570941922053
SIGLEC11_SIGLEC6,SIGLEC11,SIGLEC6,0,0,0,-0.10821099678055589,-1.6965209929706497,-0.7777764319121228
TRIM64_TRIM64B,TRIM64,TRIM64B,0,0,0,,,
OR5H15_OR5K2,OR5H15,OR5K2,0,0,0,0.055842032274062876,0.6000967930484846,0.3656675308785827
NPBWR2_SSTR5,NPBWR2,SSTR5,0,0,0,0.13528510242076555,2.288246802922816,0.9953778950057777
LRCH2_RSU1,LRCH2,RSU1,0,0,0,0.10297634820083536,2.955488258818486,0.9322102920660181
MTMR2_MTMR7,MTMR2,MTMR7,0,0,0,0.05681264609333131,-1.3036326053289327,0.5365626421770362
TNFRSF11B_TNFRSF1B,TNFRSF11B,TNFRSF1B,0,0,0,0.10847325118587857,2.7811616511118693,1.3130564009534218
GABRR1_GLRA3,GABRR1,GLRA3,0,0,0,0.031272903085505496,1.1064788571934943,0.3584075008038173
KCNJ12_KCNJ6,KCNJ12,KCNJ6,0,0,0,,,
ZNF254_ZNF90,ZNF254,ZNF90,0,0,0,0.14620874325706518,3.265589962163552,0.8116592112244585
OR10A4_OR10A7,OR10A4,OR10A7,0,0,0,-0.1834045197589987,-2.2487458301561523,-1.1780966692559147
INPP5D_INPP5K,INPP5D,INPP5K,0,0,0,-0.11449965702948017,-1.4045104191740876,-0.6501059658429444
DHRS7_HSD17B11,DHRS7,HSD17B11,0,0,0,0.04348377408809975,0.805785865168714,0.4805177885023908
KDM4B_KDM4E,KDM4B,KDM4E,0,0,0,-0.10248194157513162,-1.654985804613651,-0.8128279365603949
MXD4_MXI1,MXD4,MXI1,0,0,0,-0.10489421391529852,-1.507697630891594,-0.837074317803017
PABPC3_PABPC4L,PABPC3,PABPC4L,0,0,0,-0.062169677267888905,-1.7508667379286849,-0.6965581174066219
ZNF441_ZNF791,ZNF441,ZNF791,0,0,0,-0.13778159607378176,-1.9629100386226814,-0.8345927335600374
ADGRG6_ADGRG7,ADGRG6,ADGRG7,0,0,0,0.09804109015551332,1.5817964510396574,1.026809224819534
KRTAP4-1_KRTAP4-3,KRTAP4-1,KRTAP4-3,0,0,0,,,
BTG1_BTG4,BTG1,BTG4,0,0,0,-0.13597244293217697,-2.572077179386165,-1.3611150246272625
SNCB_SNCG,SNCB,SNCG,0,0,0,,,
RAB10_RAB3C,RAB10,RAB3C,0,0,0,,,
BCKDHB_PDHB,BCKDHB,PDHB,0,0,0,0.07865121782549815,2.976572617369277,0.5968738893457782
DLX3_MSX1,DLX3,MSX1,0,0,0,0.04926837317489726,0.9869782228527565,0.44053548276123894
MUSK_NTRK3,MUSK,NTRK3,0,0,0,-0.08139678473539538,-2.433251526738477,-1.02535871514137
RAP1A_RAP2C,RAP1A,RAP2C,0,0,0,,,
TRIM36_TRIM9,TRIM36,TRIM9,0,0,0,-0.23726600461841788,-4.653145738511745,-2.2268068422210705
